Name,Team,KaD,MK,Opk,Clt_won,Bmb_act,Trading,Eff_flash,Utility,Map,Year,Map_Type,Event,Self,Teamplay,Support,Rating,Placement
Aleksib,ENCE,0.909,4,0.75,0,0.649,3,3.814,0.72,de_train,22-02-2019,BO1,IEM Katowice 2019,4.909,1.399,7.534,1.141,2nd
gob b,BIG,0.895,3,0.4,0,0.35,1.4,4.245,0.7,de_train,22-02-2019,BO1,IEM Katowice 2019,3.895,0.75,6.345,1.041,13-16th
sergej,ENCE,1.158,3,0.429,2,0.221,0.8,1.063,0.42,de_train,22-02-2019,BO1,IEM Katowice 2019,4.158,2.65,2.283,0.959,2nd
nex,BIG,1.632,8,0.667,0,0.221,7.4,4.546,0.67,de_train,22-02-2019,BO1,IEM Katowice 2019,9.632,0.888,12.616,1.364,13-16th
tabseN,BIG,0.762,3,1.25,1,0.105,0.6,4.656,0.59,de_train,22-02-2019,BO1,IEM Katowice 2019,3.762,2.355,5.846,1.078,13-16th
xseveN,ENCE,1.722,5,0.6,0,0.105,3.8,2.801,0.55,de_train,22-02-2019,BO1,IEM Katowice 2019,6.722,0.705,7.151,1.164,2nd
Aerial,ENCE,1.136,5,1.167,0,0.105,3.8,2.62,0.43,de_train,22-02-2019,BO1,IEM Katowice 2019,6.136,1.272,6.85,1.154,2nd
allu,ENCE,1.167,4,0.667,0,0.105,4.8,1.976,0.3,de_train,22-02-2019,BO1,IEM Katowice 2019,5.167,0.772,7.076,1.114,2nd
XANTARES,BIG,0.885,6,1.25,0,0.105,2.8,1.615,0.47,de_train,22-02-2019,BO1,IEM Katowice 2019,6.885,1.355,4.885,1.118,13-16th
tiziaN,BIG,1.211,6,1.1,0,0.105,3.6,3.735,0.68,de_train,22-02-2019,BO1,IEM Katowice 2019,7.211,1.205,8.015,1.216,13-16th
Aerial,ENCE,1.923,7,0.6,0,0.105,2,0.381,0.29,de_overpass,22-02-2019,BO1,IEM Katowice 2019,8.923,0.705,2.671,1.09,2nd
gob b,BIG,0.688,2,0,1,0.35,5.4,6.019,0.71,de_overpass,22-02-2019,BO1,IEM Katowice 2019,2.688,1.35,12.129,1.209,13-16th
allu,ENCE,1.625,6,1,0,0,4,2.332,0.38,de_overpass,22-02-2019,BO1,IEM Katowice 2019,7.625,1,6.712,1.186,2nd
xseveN,ENCE,2.333,4,2,0,0.221,2.8,3.98,0.67,de_overpass,22-02-2019,BO1,IEM Katowice 2019,6.333,2.221,7.45,1.204,2nd
tabseN,BIG,0.81,3,1.5,0,0.35,1.4,2.689,0.36,de_overpass,22-02-2019,BO1,IEM Katowice 2019,3.81,1.85,4.449,1.005,13-16th
XANTARES,BIG,0.917,5,0.429,0,0.105,2.4,2.156,0.26,de_overpass,22-02-2019,BO1,IEM Katowice 2019,5.917,0.534,4.816,1.052,13-16th
nex,BIG,1.647,10,0.667,0,0.105,4.4,1.54,0.4,de_overpass,22-02-2019,BO1,IEM Katowice 2019,11.647,0.772,6.34,1.273,13-16th
sergej,ENCE,0.706,2,0,1,0.221,1.2,0.974,0.34,de_overpass,22-02-2019,BO1,IEM Katowice 2019,2.706,1.221,2.514,0.809,2nd
Aleksib,ENCE,1.933,6,1,0,0.221,3.4,5.675,0.58,de_overpass,22-02-2019,BO1,IEM Katowice 2019,7.933,1.221,9.655,1.274,2nd
tiziaN,BIG,0.579,2,0.583,1,0,1,1.546,0.43,de_overpass,22-02-2019,BO1,IEM Katowice 2019,2.579,1.583,2.976,0.854,13-16th
Lucky,G2,1.688,5,0.5,0,0.221,3,6.111,0.73,de_dust2,24-02-2019,BO1,IEM Katowice 2019,6.688,0.721,9.841,1.237,13-16th
Aerial,ENCE,0.889,5,1.25,1,0.492,4.6,2.242,0.61,de_dust2,24-02-2019,BO1,IEM Katowice 2019,5.889,2.742,7.452,1.206,2nd
sergej,ENCE,1.08,4,0,0,0.649,4.4,5.749,0.79,de_dust2,24-02-2019,BO1,IEM Katowice 2019,5.08,0.649,10.939,1.222,2nd
bodyy,G2,1.286,5,0.917,1,0.35,3.6,3.498,0.66,de_dust2,24-02-2019,BO1,IEM Katowice 2019,6.286,2.267,7.758,1.212,13-16th
allu,ENCE,1.083,5,0.8,0,0.221,4.8,3.516,0.37,de_dust2,24-02-2019,BO1,IEM Katowice 2019,6.083,1.021,8.686,1.198,2nd
Aleksib,ENCE,1.32,9,1.167,1,0.492,6.6,7.991,0.84,de_dust2,24-02-2019,BO1,IEM Katowice 2019,10.32,2.659,15.431,1.453,2nd
shox,G2,1.333,7,1.167,0,0.221,4.6,4.974,0.6,de_dust2,24-02-2019,BO1,IEM Katowice 2019,8.333,1.388,10.174,1.299,13-16th
kennyS,G2,1.261,4,0.714,0,0.35,4,4.416,0.58,de_dust2,24-02-2019,BO1,IEM Katowice 2019,5.261,1.064,8.996,1.185,13-16th
xseveN,ENCE,1,6,0.667,0,0.105,6,3.579,0.79,de_dust2,24-02-2019,BO1,IEM Katowice 2019,7,0.772,10.369,1.259,2nd
JaCkz,G2,1.185,6,0.167,0,0.221,6.4,3.366,0.6,de_dust2,24-02-2019,BO1,IEM Katowice 2019,7.185,0.388,10.366,1.254,13-16th
Lucky,G2,0.895,2,1,0,0.105,3.6,1.213,0.31,de_mirage,24-02-2019,BO1,IEM Katowice 2019,2.895,1.105,5.123,0.96,13-16th
Aerial,ENCE,1.625,6,1.467,0,0.221,3,2.261,0.42,de_mirage,24-02-2019,BO1,IEM Katowice 2019,7.625,1.688,5.681,1.176,2nd
allu,ENCE,1.5,6,1.333,1,0.105,1,1.988,0.4,de_mirage,24-02-2019,BO1,IEM Katowice 2019,7.5,2.438,3.388,1.125,2nd
xseveN,ENCE,1.462,3,0.667,0,0.221,1,2.723,0.67,de_mirage,24-02-2019,BO1,IEM Katowice 2019,4.462,0.888,4.393,0.989,2nd
bodyy,G2,0.765,4,1,0,0.105,1,2.982,0.35,de_mirage,24-02-2019,BO1,IEM Katowice 2019,4.765,1.105,4.332,1.009,13-16th
JaCkz,G2,1.444,5,0.833,0,0,2.6,1.939,0.47,de_mirage,24-02-2019,BO1,IEM Katowice 2019,6.444,0.833,5.009,1.089,13-16th
sergej,ENCE,1,4,2,0,0.105,1.4,1.007,0.39,de_mirage,24-02-2019,BO1,IEM Katowice 2019,5,2.105,2.797,0.996,2nd
Aleksib,ENCE,2.429,10,1,0,0.35,6.2,3.493,0.58,de_mirage,24-02-2019,BO1,IEM Katowice 2019,12.429,1.35,10.273,1.381,2nd
kennyS,G2,0.609,3,0.5,0,0.221,2,1.963,0.4,de_mirage,24-02-2019,BO1,IEM Katowice 2019,3.609,0.721,4.363,0.939,13-16th
shox,G2,0.478,2,1.2,0,0.105,2.2,4.273,0.47,de_mirage,24-02-2019,BO1,IEM Katowice 2019,2.478,1.305,6.943,1.03,13-16th
Hobbit,HellRaisers,1.188,5,0.5,0,0.35,2.8,2.529,0.38,de_dust2,21-02-2019,BO1,IEM Katowice 2019,6.188,0.85,5.709,1.105,13-16th
allu,ENCE,1.062,4,1.667,0,0.105,1.2,3.121,0.35,de_dust2,21-02-2019,BO1,IEM Katowice 2019,5.062,1.772,4.671,1.061,2nd
xseveN,ENCE,0.619,1,0.5,0,0.105,1.8,4.418,0.58,de_dust2,21-02-2019,BO1,IEM Katowice 2019,1.619,0.605,6.798,0.955,2nd
ISSAA,HellRaisers,1.846,7,1.5,0,0.35,4.6,2.633,0.43,de_dust2,21-02-2019,BO1,IEM Katowice 2019,8.846,1.85,7.663,1.264,13-16th
sergej,ENCE,1.238,6,1.5,0,0.105,2.4,3.028,0.42,de_dust2,21-02-2019,BO1,IEM Katowice 2019,7.238,1.605,5.848,1.167,2nd
Aerial,ENCE,0.778,2,0.667,0,0.105,2.6,2.274,0.37,de_dust2,21-02-2019,BO1,IEM Katowice 2019,2.778,0.772,5.244,0.944,2nd
DeadFox,HellRaisers,1.583,3,0.5,0,0,4.2,2.974,0.47,de_dust2,21-02-2019,BO1,IEM Katowice 2019,4.583,0.5,7.644,1.105,13-16th
ANGE1,HellRaisers,1.105,5,0.333,0,0.492,2,2.405,0.63,de_dust2,21-02-2019,BO1,IEM Katowice 2019,6.105,0.825,5.035,1.078,13-16th
Aleksib,ENCE,0.909,4,1,0,0.822,4.8,3.572,0.66,de_dust2,21-02-2019,BO1,IEM Katowice 2019,4.909,1.822,9.032,1.198,2nd
woxic,HellRaisers,2.067,9,1.75,0,0.105,4.6,3.413,0.52,de_dust2,21-02-2019,BO1,IEM Katowice 2019,11.067,1.855,8.533,1.332,13-16th
sergej,ENCE,2.25,4,1.5,1,0,5.8,0.745,0.47,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,6.25,2.5,7.015,1.198,5-8th
FalleN,MIBR,0.947,2,0.5,1,0.105,2.8,3.096,0.49,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,2.947,1.605,6.386,1.039,13-16th
xseveN,ENCE,1.286,2,0,0,0.35,1.8,2.357,0.58,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,3.286,0.35,4.737,0.923,5-8th
zews,MIBR,0.737,3,0.333,0,0.105,3.8,1.244,0.31,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,3.737,0.438,5.354,0.979,13-16th
fer,MIBR,0.85,3,0,0,0.221,3.6,1.009,0.35,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,3.85,0.221,4.959,0.956,13-16th
Aerial,ENCE,1.214,3,1.5,0,0.35,1.6,0.743,0.46,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,4.214,1.85,2.803,0.948,5-8th
TACO,MIBR,1.562,5,0.333,0,0.105,8.2,0.486,0.29,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,6.562,0.438,8.976,1.203,13-16th
LUCAS1,MIBR,0.6,2,0.667,0,0,3,1.879,0.45,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,2.6,0.667,5.329,0.934,13-16th
allu,ENCE,1.5,6,1,0,0.221,4,3.924,0.48,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,7.5,1.221,8.404,1.234,5-8th
Aleksib,ENCE,2.636,6,1.667,0,0.492,3.4,2.27,0.61,de_inferno,30-08-2019,BO1,StarLadder Major Berlin 2019,8.636,2.159,6.28,1.232,5-8th
Aerial,ENCE,1.75,3,0.833,0,0,2.8,1.193,0.44,de_inferno,21-02-2019,BO1,IEM Katowice 2019,4.75,0.833,4.433,1.001,2nd
allu,ENCE,1,2,2,0,0.35,0.2,3.133,0.51,de_inferno,21-02-2019,BO1,IEM Katowice 2019,3,2.35,3.843,0.963,2nd
Gratisfaction,Renegades,0.778,3,0.7,0,0.35,1.4,6.625,0.6,de_inferno,21-02-2019,BO1,IEM Katowice 2019,3.778,1.05,8.625,1.129,5-8th
jkaem,Renegades,2,11,0.933,0,0.221,5,2.654,0.48,de_inferno,21-02-2019,BO1,IEM Katowice 2019,13,1.154,8.134,1.348,5-8th
Liazz,Renegades,1.312,4,1.167,0,0.221,1.8,0.91,0.41,de_inferno,21-02-2019,BO1,IEM Katowice 2019,5.312,1.388,3.12,0.992,5-8th
sergej,ENCE,1.533,4,1.75,0,0.105,3.4,2.358,0.49,de_inferno,21-02-2019,BO1,IEM Katowice 2019,5.533,1.855,6.248,1.135,2nd
Aleksib,ENCE,1.048,5,0.5,0,0.221,4,4.657,0.67,de_inferno,21-02-2019,BO1,IEM Katowice 2019,6.048,0.721,9.327,1.207,2nd
jks,Renegades,1.643,5,1,0,0.221,3,3.313,0.6,de_inferno,21-02-2019,BO1,IEM Katowice 2019,6.643,1.221,6.913,1.17,5-8th
AZR,Renegades,1.05,4,0.2,0,0,2.2,3.601,0.59,de_inferno,21-02-2019,BO1,IEM Katowice 2019,5.05,0.2,6.391,1.066,5-8th
xseveN,ENCE,0.818,3,1.125,0,0.105,4.2,1.653,0.48,de_inferno,21-02-2019,BO1,IEM Katowice 2019,3.818,1.23,6.333,1.056,2nd
allu,ENCE,0.667,3,1.25,0,0.221,2.2,0.66,0.16,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,3.667,1.471,3.02,0.912,5-8th
sergej,ENCE,0.722,2,0,0,0,4.8,0.331,0.16,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,2.722,0,5.291,0.904,5-8th
xseveN,ENCE,0.611,4,0.5,1,0.105,1,0.99,0.28,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,4.611,1.605,2.27,0.929,5-8th
Aleksib,ENCE,0.875,2,0.5,0,0.105,1,0.334,0.19,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,2.875,0.605,1.524,0.699,5-8th
Aerial,ENCE,1.143,5,0.5,0,0.221,3,0.774,0.16,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,6.143,0.721,3.934,1.033,5-8th
jks,Renegades,2.182,6,1.75,1,0.105,1.2,2.091,0.49,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,8.182,2.855,3.781,1.171,3-4th
Gratisfaction,Renegades,2.273,2,1.5,0,0.822,1.8,3.838,0.56,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,4.273,2.322,6.198,1.107,3-4th
Liazz,Renegades,2.75,4,0,0,0.35,3,2.616,0.59,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,6.75,0.35,6.206,1.124,3-4th
jkaem,Renegades,1.538,2,1,0,0,2.8,1.863,0.46,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,3.538,1,5.123,0.985,3-4th
AZR,Renegades,2.083,5,1,0,0.221,3.2,2.809,0.47,de_mirage,06-09-2019,BO1,StarLadder Major Berlin 2019,7.083,1.221,6.479,1.17,3-4th
AZR,Renegades,1.5,5,2,0,0,8,2.499,0.37,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,6.5,2,10.869,1.287,3-4th
Gratisfaction,Renegades,1.214,3,1,0,0.649,2.8,2.869,0.53,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,4.214,1.649,6.199,1.081,3-4th
jkaem,Renegades,1.929,4,1.333,0,0.221,3.4,0.79,0.28,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,5.929,1.554,4.47,1.077,3-4th
jks,Renegades,1.611,6,1.1,1,0.105,4,0.988,0.5,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,7.611,2.205,5.488,1.185,3-4th
Liazz,Renegades,1.556,2,1,0,0.35,3.6,1.222,0.42,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,3.556,1.35,5.242,1.006,3-4th
allu,ENCE,0.857,5,1,0,0,2.2,2.059,0.4,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,5.857,1,4.659,1.061,5-8th
sergej,ENCE,1.105,3,0,0,0.105,6.4,0.555,0.24,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,4.105,0.105,7.195,1.057,5-8th
xseveN,ENCE,1.158,3,1.667,0,0.492,6.6,2.154,0.7,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,4.158,2.159,9.454,1.198,5-8th
Aerial,ENCE,0.955,5,0.583,0,0.105,3,1.345,0.42,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,5.955,0.688,4.765,1.057,5-8th
Aleksib,ENCE,0.905,4,0.2,0,0.35,3,1.228,0.39,de_nuke,06-09-2019,BO1,StarLadder Major Berlin 2019,4.905,0.55,4.618,1.003,5-8th
apEX,Vitality,1.438,4,0.5,0,0.221,3.4,1.202,0.4,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,5.438,0.721,5.002,1.048,5-8th
Aerial,ENCE,1.048,5,0.875,0,0,1.8,2.691,0.39,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,6.048,0.875,4.881,1.072,5-8th
sergej,ENCE,1,5,1,0,0.105,2.6,0.429,0.24,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,6,1.105,3.269,1.016,5-8th
NBK-,Vitality,1,5,0.833,0,0,1.8,0.407,0.32,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,6,0.833,2.527,0.971,5-8th
Aleksib,ENCE,1.25,4,0.333,0,0.649,2,1.656,0.46,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,5.25,0.982,4.116,1.015,5-8th
allu,ENCE,1.933,7,1,0,0,4.4,0.4,0.37,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,8.933,1,5.17,1.179,5-8th
ZywOo,Vitality,0.882,2,1,0,0.221,3.4,1.102,0.33,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,2.882,1.221,4.832,0.951,5-8th
xseveN,ENCE,1.923,5,0.667,0,0.35,4.6,3.798,0.63,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,6.923,1.017,9.028,1.23,5-8th
ALEX,Vitality,1.389,6,1.167,1,0,2.2,1.955,0.42,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,7.389,2.167,4.575,1.15,5-8th
RpK,Vitality,0.714,3,1.167,0,0,2.8,0.21,0.2,de_nuke,31-08-2019,BO1,StarLadder Major Berlin 2019,3.714,1.167,3.21,0.908,5-8th
apEX,Vitality,0.611,0,1,0,0.105,0.4,2.342,0.43,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,0.611,1.105,3.172,0.689,5-8th
sergej,ENCE,1.357,3,2,0,0.105,2,0.876,0.33,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,4.357,2.105,3.206,0.985,5-8th
xseveN,ENCE,1.538,4,0.75,0,0.105,3.2,4.119,0.45,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,5.538,0.855,7.769,1.151,5-8th
NBK-,Vitality,0.6,4,1,0,0,1.2,1.961,0.31,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,4.6,1,3.471,0.958,5-8th
Aleksib,ENCE,1.846,6,0.5,0,0.221,3.4,3.017,0.56,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,7.846,0.721,6.977,1.192,5-8th
ZywOo,Vitality,0.833,3,0.667,0,0.492,4.4,4.875,0.54,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,3.833,1.159,9.815,1.17,5-8th
Aerial,ENCE,1.455,3,0.25,0,0.105,0.2,1.467,0.22,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,4.455,0.355,1.887,0.826,5-8th
RpK,Vitality,1.235,3,1.5,0,0,3.2,2.216,0.33,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,4.235,1.5,5.746,1.06,5-8th
allu,ENCE,3.091,8,2,1,0.105,2.4,1.667,0.37,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,11.091,3.105,4.437,1.27,5-8th
ALEX,Vitality,1.059,5,0,0,0,2.6,2.389,0.52,de_dust2,31-08-2019,BO1,StarLadder Major Berlin 2019,6.059,0,5.509,1.063,5-8th
yuurih,FURIA,1.917,4,0.75,0,0,0.8,2.433,0.52,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,5.917,0.75,3.753,1.018,5-8th
Krad,Entropiq,0.762,2,1.333,1,0,1.2,2.846,0.33,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,2.762,2.333,4.376,0.976,9-12th
Lack1,Entropiq,0.476,0,0.5,0,0.105,1.8,1.068,0.39,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,0.476,0.605,3.258,0.637,9-12th
KSCERATO,FURIA,1.909,5,1.667,0,0.105,1,1.678,0.46,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,6.909,1.772,3.138,1.073,5-8th
Forester,Entropiq,0.765,3,0,1,0.105,2,1.194,0.29,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,3.765,1.105,3.484,0.922,9-12th
drop,FURIA,1.727,3,0.667,0,0.105,0.8,1.95,0.33,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,4.727,0.772,3.08,0.933,5-8th
El1an,Entropiq,0.579,1,0.333,0,0.492,1.6,1.228,0.32,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,1.579,0.825,3.148,0.744,9-12th
VINI,FURIA,3.2,9,1.667,0,0,4.4,1.921,0.57,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,12.2,1.667,6.891,1.317,5-8th
arT,FURIA,3.222,6,1,1,0.492,1,4.39,0.39,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,9.222,2.492,5.78,1.243,5-8th
NickelBack,Entropiq,0.833,3,0,0,0,1.4,3.863,0.42,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,3.833,0,5.683,0.978,9-12th
Lack1,Entropiq,1.615,5,0.333,0,0.105,1.8,1.201,0.54,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,6.615,0.438,3.541,1.025,9-12th
NickelBack,Entropiq,1.214,2,1.25,0,0.221,0.8,1.249,0.48,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,3.214,1.471,2.529,0.858,9-12th
El1an,Entropiq,2.2,4,0.8,1,0.105,1,1.975,0.42,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,6.2,1.905,3.395,1.061,9-12th
Forester,Entropiq,1.333,3,1.6,1,0.221,1.2,0.239,0.31,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,4.333,2.821,1.749,0.95,9-12th
Krad,Entropiq,1.786,5,0.333,0,0,1,1.052,0.61,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,6.786,0.333,2.662,0.99,9-12th
arT,FURIA,1.125,4,0.667,0,0.105,1,1.206,0.42,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,5.125,0.772,2.626,0.931,5-8th
KSCERATO,FURIA,1,3,2,0,0.221,1,2.035,0.62,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,4,2.221,3.655,0.995,5-8th
yuurih,FURIA,1.267,4,0.5,0,0.105,2.4,2.46,0.51,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,5.267,0.605,5.37,1.051,5-8th
VINI,FURIA,0.727,2,1.5,0,0,0.4,0.489,0.44,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,2.727,1.5,1.329,0.745,5-8th
drop,FURIA,0.714,1,0.5,0,0,0.4,1.066,0.5,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,1.714,0.5,1.966,0.621,5-8th
drop,FURIA,1.471,6,1.267,0,0.649,4,2.124,0.46,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,7.471,1.916,6.584,1.203,5-8th
KSCERATO,FURIA,1.412,4,1.333,0,0,4.4,2.679,0.65,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,5.412,1.333,7.729,1.161,5-8th
arT,FURIA,1.043,4,0.25,0,0.221,2,3.437,0.6,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,5.043,0.471,6.037,1.063,5-8th
yuurih,FURIA,1.588,5,1.5,1,0.105,3.2,2.904,0.6,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,6.588,2.605,6.704,1.201,5-8th
Krad,Entropiq,0.905,4,0.933,0,0,0.2,2.309,0.67,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,4.905,0.933,3.179,0.955,9-12th
NickelBack,Entropiq,0.947,0,1,0,0.649,2.4,2.857,0.57,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,0.947,1.649,5.827,0.925,9-12th
Forester,Entropiq,1.053,5,1,0,0.105,2.8,3.578,0.6,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,6.053,1.105,6.978,1.15,9-12th
El1an,Entropiq,2.071,7,1,0,0.35,4.2,3.531,0.48,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,9.071,1.35,8.211,1.27,9-12th
Lack1,Entropiq,1.182,7,1,0,0,3.8,0.598,0.38,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,8.182,1,4.778,1.145,9-12th
VINI,FURIA,1.118,3,0.4,1,0.35,1,1.024,0.54,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,4.118,1.75,2.564,0.926,5-8th
misutaaa,Vitality,0.762,2,0.6,0,0.221,3,0.686,0.32,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,2.762,0.821,4.006,0.88,5-8th
Kyojin,Vitality,1.45,6,0.75,0,0.35,2.4,3.103,0.59,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,7.45,1.1,6.093,1.166,5-8th
shox,Vitality,1.3,8,1.75,0,0.105,5.4,1.215,0.43,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,9.3,1.855,7.045,1.26,5-8th
Lack1,Entropiq,0.783,1,0.5,0,0.221,2,2.815,0.43,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,1.783,0.721,5.245,0.889,9-12th
apEX,Vitality,1.421,3,0.667,1,0.105,0.8,2.672,0.46,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,4.421,1.772,3.932,1.005,5-8th
NickelBack,Entropiq,0.692,3,1.083,0,0.105,2.4,0.622,0.46,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,3.692,1.188,3.482,0.922,9-12th
ZywOo,Vitality,2.2,7,1.5,0,0.492,4.2,3.72,0.49,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,9.2,1.992,8.41,1.292,5-8th
El1an,Entropiq,1.6,5,0.25,0,0.221,1,2.994,0.49,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,6.6,0.471,4.484,1.063,9-12th
Forester,Entropiq,2.25,8,1.75,1,0.221,4.6,0.804,0.43,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,10.25,2.971,5.834,1.28,9-12th
Krad,Entropiq,1.174,2,1,0,0.105,2.2,2.729,0.75,de_mirage,02-11-2021,BO1,PGL Major Stockholm 2021,3.174,1.105,5.679,0.998,9-12th
Kyojin,Vitality,0.727,2,0.4,0,0,3.4,0.932,0.46,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,2.727,0.4,4.792,0.899,5-8th
ZywOo,Vitality,1.706,6,1.417,1,0.221,3.8,3.522,0.44,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,7.706,2.638,7.762,1.258,5-8th
apEX,Vitality,1.19,4,1,0,0,1.4,3.26,0.45,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,5.19,1,5.11,1.053,5-8th
Forester,Entropiq,1.75,9,1.417,0,0,3.8,2.527,0.56,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,10.75,1.417,6.887,1.28,9-12th
shox,Vitality,1.368,4,0.571,0,0.105,1,0.869,0.45,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,5.368,0.676,2.319,0.922,5-8th
El1an,Entropiq,1.706,7,0.5,0,0.105,2.2,5.934,0.66,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,8.706,0.605,8.794,1.258,9-12th
NickelBack,Entropiq,1.882,5,1.5,0,0.105,2.4,2.986,0.61,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,6.882,1.605,5.996,1.161,9-12th
Lack1,Entropiq,1,2,0,0,0.35,3.8,1.803,0.47,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,3,0.35,6.073,0.974,9-12th
misutaaa,Vitality,0.667,3,0.667,0,0.221,2.2,0.39,0.3,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,3.667,0.888,2.89,0.872,5-8th
Krad,Entropiq,1.474,6,0.833,0,0.105,2,1.587,0.47,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,7.474,0.938,4.057,1.096,9-12th
