Name,Team,KaD,MK,Opk,Clt_won,Bmb_act,Trading,Eff_flash,Utility,Map,Year,Map_Type,Event,Self,Teamplay,Support,Rating,Placement
somebody,TYLOO,0.667,1,0.667,0,0,0.8,0.756,0.13,de_mirage,16-09-2018,BO1,FACEIT Major 2018,1.667,0.667,1.686,0.604,13-16th
karrigan,FaZe,1.231,3,0,0,0.492,2.6,1.87,0.61,de_mirage,16-09-2018,BO1,FACEIT Major 2018,4.231,0.492,5.08,0.991,5-8th
NiKo,FaZe,2.3,6,0.5,1,0.35,5.2,3.106,0.5,de_mirage,16-09-2018,BO1,FACEIT Major 2018,8.3,1.85,8.806,1.278,5-8th
xccurate,TYLOO,0.611,1,1,0,0,1.8,2.066,0.23,de_mirage,16-09-2018,BO1,FACEIT Major 2018,1.611,1,4.096,0.827,13-16th
rain,FaZe,1.667,4,1.5,0,0.221,4.6,1.07,0.41,de_mirage,16-09-2018,BO1,FACEIT Major 2018,5.667,1.721,6.08,1.129,5-8th
olofmeister,FaZe,1.571,4,0.333,0,0.221,1.8,0.881,0.32,de_mirage,16-09-2018,BO1,FACEIT Major 2018,5.571,0.554,3.001,0.96,5-8th
ANGE1,HellRaisers,0.895,2,0.536,0,0.221,1.4,2.917,0.5,de_overpass,14-09-2018,BO1,FACEIT Major 2018,2.895,0.757,4.817,0.928,5-8th
bondik,HellRaisers,1.846,7,0.25,1,0,2.8,3.263,0.46,de_overpass,14-09-2018,BO1,FACEIT Major 2018,8.846,1.25,6.523,1.221,5-8th
DD,TYLOO,1.056,5,1.25,0,0.105,4.2,1.642,0.38,de_overpass,14-09-2018,BO1,FACEIT Major 2018,6.056,1.355,6.222,1.135,13-16th
woxic,HellRaisers,2.231,8,0.2,1,0.35,3.2,4.079,0.4,de_overpass,14-09-2018,BO1,FACEIT Major 2018,10.231,1.55,7.679,1.289,5-8th
captainMo,TYLOO,0.591,2,1.5,0,0.105,2.6,2.28,0.36,de_overpass,14-09-2018,BO1,FACEIT Major 2018,2.591,1.605,5.24,0.975,13-16th
BnTeT,TYLOO,1.867,7,1,1,0.105,5.2,4.053,0.47,de_overpass,14-09-2018,BO1,FACEIT Major 2018,8.867,2.105,9.723,1.316,13-16th
ISSAA,HellRaisers,1.529,6,0.9,0,0.35,4.4,2.491,0.37,de_overpass,14-09-2018,BO1,FACEIT Major 2018,7.529,1.25,7.261,1.205,5-8th
xccurate,TYLOO,1.294,5,1.167,0,0.221,3,3.64,0.42,de_overpass,14-09-2018,BO1,FACEIT Major 2018,6.294,1.388,7.06,1.169,13-16th
DeadFox,HellRaisers,0.722,1,0.6,0,0.105,1,4.467,0.45,de_overpass,14-09-2018,BO1,FACEIT Major 2018,1.722,0.705,5.917,0.921,5-8th
somebody,TYLOO,0.579,0,1,0,0,0.2,3.259,0.44,de_overpass,14-09-2018,BO1,FACEIT Major 2018,0.579,1,3.899,0.739,13-16th
crush,Vega Squadron,0.6,2,0,0,0.105,2.8,1.843,0.38,de_inferno,13-09-2018,BO1,FACEIT Major 2018,2.6,0.105,5.023,0.888,9-12th
dupreeh,Astralis,2,3,0.667,0,0.105,1,3.033,0.27,de_inferno,13-09-2018,BO1,FACEIT Major 2018,5,0.772,4.303,1.003,1st
hutji,Vega Squadron,0.294,0,0,0,0.105,2.8,0.258,0.16,de_inferno,13-09-2018,BO1,FACEIT Major 2018,0.294,0.105,3.218,0.558,9-12th
tonyblack,Vega Squadron,0.867,2,0,1,0.35,2.8,0.936,0.28,de_inferno,13-09-2018,BO1,FACEIT Major 2018,2.867,1.35,4.016,0.916,9-12th
gla1ve,Astralis,3.8,4,0.5,0,0.492,2.6,1.367,0.55,de_inferno,13-09-2018,BO1,FACEIT Major 2018,7.8,0.992,4.517,1.124,1st
jR,Vega Squadron,0.5,1,1,0,0.105,2,3.382,0.4,de_inferno,13-09-2018,BO1,FACEIT Major 2018,1.5,1.105,5.782,0.924,9-12th
chopper,Vega Squadron,0.235,1,0,0,0,0,1.639,0.28,de_inferno,13-09-2018,BO1,FACEIT Major 2018,1.235,0,1.919,0.499,9-12th
device,Astralis,4.8,6,1.75,0,0.221,1.8,0.713,0.28,de_inferno,13-09-2018,BO1,FACEIT Major 2018,10.8,1.971,2.793,1.192,1st
Magisk,Astralis,2.7,6,1.333,0,0,2.2,1.251,0.3,de_inferno,13-09-2018,BO1,FACEIT Major 2018,8.7,1.333,3.751,1.139,1st
Xyp9x,Astralis,2.429,3,0.4,0,0,1,4.902,0.37,de_inferno,13-09-2018,BO1,FACEIT Major 2018,5.429,0.4,6.272,1.083,1st
autimatic,Cloud9,2.1,6,0,0,0.105,2.6,0.074,0.22,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,8.1,0.105,2.894,1.045,1st
RUSH,Cloud9,2.625,5,0.667,0,0.221,5.2,0.252,0.25,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,7.625,0.888,5.702,1.153,1st
Stewie2K,Cloud9,2.2,7,0.857,0,0.105,2.6,2.615,0.35,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,9.2,0.962,5.565,1.197,1st
chopper,Vega Squadron,0.412,1,0.25,0,0.105,2,1.569,0.35,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,1.412,0.355,3.919,0.755,9-12th
Skadoodle,Cloud9,1.417,3,2,0,0.221,1.2,0.246,0.22,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,4.417,2.221,1.666,0.919,1st
mir,Vega Squadron,0.556,1,0,0,0,2.4,1.038,0.31,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,1.556,0,3.748,0.725,9-12th
hutji,Vega Squadron,0.765,2,1,0,0,2.8,0.979,0.25,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,2.765,1,4.029,0.892,9-12th
keshandr,Vega Squadron,0.8,2,1.333,0,0.105,2.8,0.555,0.25,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,2.8,1.438,3.605,0.894,9-12th
tarik,Cloud9,2.286,4,0.5,0,0,1.6,0.697,0.29,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,6.286,0.5,2.587,0.972,1st
jR,Vega Squadron,0.706,2,1,0,0.35,1.8,2.095,0.36,de_mirage,23-01-2018,BO1,ELEAGUE Major 2018,2.706,1.35,4.255,0.92,9-12th
hutji,Vega Squadron,0.864,2,0.5,0,0.221,3.2,1.476,0.52,de_inferno,14-09-2018,BO1,FACEIT Major 2018,2.864,0.721,5.196,0.944,9-12th
flusha,fnatic,0.833,3,0.595,0,0,2.8,3.052,0.77,de_inferno,14-09-2018,BO1,FACEIT Major 2018,3.833,0.595,6.622,1.043,9-12th
chopper,Vega Squadron,1.35,6,1.167,0,0.221,2.2,2.579,0.57,de_inferno,14-09-2018,BO1,FACEIT Major 2018,7.35,1.388,5.349,1.149,9-12th
Xizt,fnatic,1.059,4,0,0,0.35,3.2,1.35,0.75,de_inferno,14-09-2018,BO1,FACEIT Major 2018,5.059,0.35,5.3,1.03,9-12th
tonyblack,Vega Squadron,1.632,6,2,1,0.35,4.2,4.621,0.53,de_inferno,14-09-2018,BO1,FACEIT Major 2018,7.632,3.35,9.351,1.308,9-12th
JW,fnatic,1.222,3,1,2,0,2,2.33,0.67,de_inferno,14-09-2018,BO1,FACEIT Major 2018,4.222,3,5,1.087,9-12th
jR,Vega Squadron,0.842,2,0.5,0,0.35,3.6,3.822,0.72,de_inferno,14-09-2018,BO1,FACEIT Major 2018,2.842,0.85,8.142,1.073,9-12th
KRIMZ,fnatic,1.778,10,1,0,0.35,7.8,2.812,0.83,de_inferno,14-09-2018,BO1,FACEIT Major 2018,11.778,1.35,11.442,1.39,9-12th
crush,Vega Squadron,0.92,4,0.5,0,0.221,3.4,2.756,0.65,de_inferno,14-09-2018,BO1,FACEIT Major 2018,4.92,0.721,6.806,1.095,9-12th
draken,fnatic,1.812,5,2,0,0.492,2.6,2.924,0.49,de_inferno,14-09-2018,BO1,FACEIT Major 2018,6.812,2.492,6.014,1.185,9-12th
chopper,Vega Squadron,1.211,5,0,0,0.221,4.4,1.763,0.54,de_train,16-09-2018,BO1,FACEIT Major 2018,6.211,0.221,6.703,1.118,9-12th
REZ,NIP,1.222,4,1.333,0,0.105,4,1.973,0.49,de_train,16-09-2018,BO1,FACEIT Major 2018,5.222,1.438,6.463,1.118,9-12th
crush,Vega Squadron,1.167,6,0.5,0,0.492,3.8,3.008,0.57,de_train,16-09-2018,BO1,FACEIT Major 2018,7.167,0.992,7.378,1.191,9-12th
GeT_RiGhT,NIP,1.278,4,1.4,1,0.35,0.6,2.579,0.54,de_train,16-09-2018,BO1,FACEIT Major 2018,5.278,2.75,3.719,1.07,9-12th
jR,Vega Squadron,1.158,4,0.5,0,0.221,1.8,1.019,0.35,de_train,16-09-2018,BO1,FACEIT Major 2018,5.158,0.721,3.169,0.957,9-12th
hutji,Vega Squadron,1.25,7,1.15,0,0.105,3.6,0.29,0.33,de_train,16-09-2018,BO1,FACEIT Major 2018,8.25,1.255,4.22,1.138,9-12th
dennis,NIP,1.111,4,1.333,0,0.105,0.4,0.945,0.49,de_train,16-09-2018,BO1,FACEIT Major 2018,5.111,1.438,1.835,0.923,9-12th
f0rest,NIP,1.053,6,1.667,1,0.221,2.6,1.293,0.39,de_train,16-09-2018,BO1,FACEIT Major 2018,7.053,2.888,4.283,1.153,9-12th
Lekr0,NIP,1.571,7,1,0,0.221,2.8,3.139,0.43,de_train,16-09-2018,BO1,FACEIT Major 2018,8.571,1.221,6.369,1.208,9-12th
tonyblack,Vega Squadron,0.571,1,0.4,0,0,1,0.503,0.38,de_train,16-09-2018,BO1,FACEIT Major 2018,1.571,0.4,1.883,0.586,9-12th
jR,Vega Squadron,1.227,5,0.667,0,0.492,6,2.06,0.71,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,6.227,1.159,8.77,1.208,13-16th
HS,PENTA,1.211,3,0.167,1,0,3.2,2.487,0.48,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,4.211,1.167,6.167,1.062,13-16th
mir,Vega Squadron,1.304,5,1.286,0,0,6.4,1.893,0.38,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,6.304,1.286,8.673,1.211,13-16th
hutji,Vega Squadron,0.632,2,1.6,1,0,2.6,0.717,0.51,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,2.632,2.6,3.827,0.957,13-16th
keshandr,Vega Squadron,1.292,6,1.333,1,0.105,4,1.361,0.39,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,7.292,2.438,5.751,1.19,13-16th
suNny,PENTA,1.65,8,1.667,0,0.221,5,0.814,0.38,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,9.65,1.888,6.194,1.249,13-16th
chopper,Vega Squadron,0.917,4,0.333,0,0.105,5.2,2.384,0.58,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,4.917,0.438,8.164,1.131,13-16th
zehN,PENTA,1.15,4,1.5,0,0.105,4.2,1.923,0.41,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,5.15,1.605,6.533,1.123,13-16th
innocent,PENTA,1.45,7,0.933,0,0.221,7.2,2.671,0.34,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,8.45,1.154,10.211,1.297,13-16th
kRYSTAL,PENTA,1.1,4,1.5,0,0.221,5.2,3.365,0.65,de_mirage,18-07-2017,BO1,PGL Major Krakow 2017,5.1,1.721,9.215,1.205,13-16th
Snax,Virtus.pro,1.143,4,0,0,0,2.4,4.03,0.47,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,5.143,0,6.9,1.081,13-16th
RUSH,Cloud9,1.75,4,1.667,0,0.105,3.2,1.128,0.36,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,5.75,1.772,4.688,1.087,1st
Skadoodle,Cloud9,1.778,3,0,0,0.649,1.8,3.364,0.49,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,4.778,0.649,5.654,1.045,1st
TaZ,Virtus.pro,0.714,2,0.833,0,0.105,1.2,2,0.32,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,2.714,0.938,3.52,0.856,13-16th
tarik,Cloud9,1.455,3,1.5,0,0,2,0.428,0.41,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,4.455,1.5,2.838,0.944,1st
Stewie2K,Cloud9,2.077,8,0.8,0,0.105,3,2.894,0.43,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,10.077,0.905,6.324,1.238,1st
pashaBiceps,Virtus.pro,0.762,3,0.733,0,0.105,2,1.453,0.32,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,3.762,0.838,3.773,0.923,13-16th
autimatic,Cloud9,1.846,5,1.75,0,0.105,3,1.136,0.43,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,6.846,1.855,4.566,1.123,1st
NEO,Virtus.pro,0.75,2,0.5,0,0.492,5,1.638,0.5,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,2.75,0.992,7.138,1.037,13-16th
byali,Virtus.pro,0.409,2,0.667,0,0.221,2.4,1.111,0.36,de_mirage,22-01-2018,BO1,ELEAGUE Major 2018,2.409,0.888,3.871,0.855,13-16th
olofmeister,FaZe,1.4,5,0,0,0.105,3.4,1.525,0.54,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,6.4,0.105,5.465,1.078,9-12th
karrigan,FaZe,1.043,4,0.73,0,0,0.4,2.719,0.72,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,5.043,0.73,3.839,0.983,9-12th
Twistzz,FaZe,1.353,4,0.833,0,0.105,3.6,2.717,0.63,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,5.353,0.938,6.947,1.122,9-12th
rain,FaZe,0.905,3,0.75,0,0.221,4.4,2.537,0.71,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,3.905,0.971,7.647,1.098,9-12th
broky,FaZe,2.769,7,1,0,0.822,6.4,3.073,0.81,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,9.769,1.822,10.283,1.34,9-12th
Qikert,Virtus.pro,1.524,9,1,0,0.221,4.6,4.492,0.68,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,10.524,1.221,9.772,1.333,5-8th
FL1T,Virtus.pro,0.81,2,1.6,0,0.105,4.2,0.515,0.4,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,2.81,1.705,5.115,0.984,5-8th
Jame,Virtus.pro,2,4,1,0,0.221,3.4,5.916,0.62,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,6,1.221,9.936,1.234,5-8th
YEKINDAR,Virtus.pro,1.158,4,1,0,0,2.2,2.081,0.52,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,5.158,1,4.801,1.04,5-8th
buster,Virtus.pro,0.842,0,2,0,0.492,1.4,2.777,0.63,de_inferno,03-11-2021,BO1,PGL Major Stockholm 2021,0.842,2.492,4.807,0.911,5-8th
broky,FaZe,1.625,7,0.333,0,0.649,2.6,2.846,0.79,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,8.625,0.982,6.236,1.2,9-12th
Jame,Virtus.pro,0.778,2,1,0,0.492,1.8,2.581,0.46,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,2.778,1.492,4.841,0.96,5-8th
YEKINDAR,Virtus.pro,1.5,8,1.167,0,0.105,3.4,1.975,0.56,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,9.5,1.272,5.935,1.223,5-8th
buster,Virtus.pro,0.955,4,0.667,0,0.105,1.4,1.623,0.51,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,4.955,0.772,3.533,0.967,5-8th
Qikert,Virtus.pro,1.05,3,0.714,1,0.221,3.4,2.608,0.73,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,4.05,1.935,6.738,1.105,5-8th
FL1T,Virtus.pro,0.826,4,0.833,1,0.221,2.2,1.066,0.49,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,4.826,2.054,3.756,1.027,5-8th
Twistzz,FaZe,1.389,6,1.333,1,0.35,3.2,1.318,0.78,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,7.389,2.683,5.298,1.187,9-12th
karrigan,FaZe,1.316,5,0.5,0,0,1.4,1.904,0.8,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,6.316,0.5,4.104,1.038,9-12th
olofmeister,FaZe,1.091,5,0.25,0,0,2.2,2.616,0.66,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,6.091,0.25,5.476,1.073,9-12th
rain,FaZe,1.158,3,1.167,0,0,0.4,2.818,0.76,de_ancient,03-11-2021,BO1,PGL Major Stockholm 2021,4.158,1.167,3.978,0.969,9-12th
Qikert,Virtus.pro,1.056,3,1.5,0,0.105,2.8,4.845,0.77,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,4.056,1.605,8.415,1.148,5-8th
broky,FaZe,1.5,7,0.75,1,0.492,1.8,3.906,0.56,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,8.5,2.242,6.266,1.231,9-12th
Twistzz,FaZe,1,6,0.917,0,0.105,3.8,2.989,0.51,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,7,1.022,7.299,1.185,9-12th
karrigan,FaZe,1,3,0.333,1,0,1,2.754,0.61,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,4,1.333,4.364,0.987,9-12th
FL1T,Virtus.pro,1.929,3,1.333,0,0.221,4.4,1.089,0.61,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,4.929,1.554,6.099,1.1,5-8th
olofmeister,FaZe,1,3,0.667,0,0.105,4.2,1.35,0.48,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,4,0.772,6.03,1.034,9-12th
Jame,Virtus.pro,1.133,4,0,0,0.492,1.8,4.098,0.63,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,5.133,0.492,6.528,1.085,5-8th
YEKINDAR,Virtus.pro,1.091,7,0.917,0,0.221,0.6,3.382,0.4,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,8.091,1.138,4.382,1.134,5-8th
buster,Virtus.pro,2,7,1,0,0.35,5,2.811,0.61,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,9,1.35,8.421,1.273,5-8th
rain,FaZe,0.905,3,1,0,0.105,2.6,2.187,0.42,de_overpass,03-11-2021,BO1,PGL Major Stockholm 2021,3.905,1.105,5.207,1.009,9-12th
Lekr0,fnatic,1.462,3,1.333,0,0.35,4.6,0.716,0.44,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,4.462,1.683,5.756,1.076,5-8th
Snax,Virtus.pro,0.778,3,0.667,1,0.221,2.8,1.559,0.44,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,3.778,1.888,4.799,1.02,13-16th
KRIMZ,fnatic,3,8,1.8,0,0.105,3,1.521,0.49,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,11,1.905,5.011,1.253,5-8th
Golden,fnatic,1.4,3,0,0,0.492,1.2,3.057,0.57,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,4.4,0.492,4.827,0.988,5-8th
NEO,Virtus.pro,0.6,2,0.667,0,0,3.4,0.777,0.37,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,2.6,0.667,4.547,0.893,13-16th
JW,fnatic,1.167,5,1,0,0,1.2,1.207,0.45,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,6.167,1,2.857,1.001,5-8th
flusha,fnatic,3.375,7,0.667,0,0.35,4,3.501,0.73,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,10.375,1.017,8.231,1.293,5-8th
TaZ,Virtus.pro,0.8,3,1.5,0,0.105,2.2,0.974,0.29,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,3.8,1.605,3.464,0.948,13-16th
pashaBiceps,Virtus.pro,0.375,1,0.5,0,0,1.8,1.648,0.26,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,1.375,0.5,3.708,0.747,13-16th
byali,Virtus.pro,0.944,3,1.333,1,0,3.8,3.325,0.39,de_inferno,21-01-2018,BO1,ELEAGUE Major 2018,3.944,2.333,7.515,1.14,13-16th
ropz,MOUZ,2,2,0,1,0.492,0,1.249,0.35,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,4,1.492,1.599,0.851,9-12th
YEKINDAR,Virtus.pro,1.294,4,0.5,0,0,2.2,0.544,0.33,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,5.294,0.5,3.074,0.948,5-8th
Qikert,Virtus.pro,0.571,1,1,0,1.014,0.2,2.841,0.64,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,1.571,2.014,3.681,0.861,5-8th
Jame,Virtus.pro,1.133,1,0.5,0,0,1.8,2.308,0.39,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,2.133,0.5,4.498,0.853,5-8th
buster,Virtus.pro,0.778,1,1,0,0.105,2,0.901,0.46,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,1.778,1.105,3.361,0.795,5-8th
acoR,MOUZ,0.8,2,1.5,0,0.35,3.4,3.546,0.58,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,2.8,1.85,7.526,1.086,9-12th
Bymas,MOUZ,1.714,7,1,1,0.105,2,2.496,0.42,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,8.714,2.105,4.916,1.197,9-12th
dexter,MOUZ,1.294,3,1.167,0,0.492,2.6,1.647,0.46,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,4.294,1.659,4.707,1.028,9-12th
frozen,MOUZ,1.375,5,0.25,0,0.35,4,1.983,0.47,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,6.375,0.6,6.453,1.128,9-12th
FL1T,Virtus.pro,0.938,4,1.167,0,0,2.8,0.565,0.46,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,4.938,1.167,3.825,0.997,5-8th
buster,Virtus.pro,0.929,2,1.5,0,0.105,1.2,1.707,0.47,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,2.929,1.605,3.377,0.898,5-8th
dexter,MOUZ,0.938,3,0.5,0,0.221,1.2,1.832,0.34,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,3.938,0.721,3.372,0.905,9-12th
FL1T,Virtus.pro,2.25,1,1,1,0.221,0,1.808,0.42,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,3.25,2.221,2.228,0.886,5-8th
YEKINDAR,Virtus.pro,2.5,5,1.5,0,0.35,0.8,1.128,0.37,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,7.5,1.85,2.298,1.066,5-8th
Qikert,Virtus.pro,2.125,4,1,0,0.35,2.6,2.911,0.61,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,6.125,1.35,6.121,1.133,5-8th
frozen,MOUZ,0.75,3,0,0,0,2.4,2.189,0.39,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,3.75,0,4.979,0.941,9-12th
acoR,MOUZ,0.429,2,0.5,0,0,0,1.155,0.17,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,2.429,0.5,1.325,0.629,9-12th
ropz,MOUZ,0.75,2,0.667,0,0,0,0.601,0.16,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,2.75,0.667,0.761,0.621,9-12th
Bymas,MOUZ,0.769,3,1,0,0,0.2,1.869,0.21,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,3.769,1,2.279,0.848,9-12th
Jame,Virtus.pro,1.273,3,1,1,0.649,1.6,3.846,0.68,de_inferno,02-11-2021,BO1,PGL Major Stockholm 2021,4.273,2.649,6.126,1.116,5-8th
FL1T,Virtus.pro,1.1,5,0.75,0,0.492,2.4,2.562,0.69,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,6.1,1.242,5.652,1.114,5-8th
buster,Virtus.pro,1.8,12,1.4,1,0,7.4,2.335,0.78,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,13.8,2.4,10.515,1.427,5-8th
dexter,MOUZ,1.03,7,0.679,0,0.35,4.8,5.834,0.77,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,8.03,1.029,11.404,1.311,9-12th
acoR,MOUZ,1.031,9,1,1,0.105,3.2,5.775,0.82,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,10.031,2.105,9.795,1.341,9-12th
YEKINDAR,Virtus.pro,0.969,3,1,0,0.105,3.6,3.509,0.83,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,3.969,1.105,7.939,1.114,5-8th
Jame,Virtus.pro,1.85,8,1.267,0,0.822,5.2,6.523,0.9,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,9.85,2.089,12.623,1.39,5-8th
Bymas,MOUZ,1.423,7,1.5,0,0.35,5.2,4.953,0.79,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,8.423,1.85,10.943,1.327,9-12th
Qikert,Virtus.pro,1.519,8,1,0,0.221,3.4,7.564,1.11,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,9.519,1.221,12.074,1.358,5-8th
ropz,MOUZ,1,7,0,0,0.35,5,2.968,0.5,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,8,0.35,8.468,1.226,9-12th
frozen,MOUZ,1.5,8,0.933,0,0.221,6.8,4.342,0.91,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,9.5,1.154,12.052,1.356,9-12th
Snax,Virtus.pro,1,4,0,0,0,0.8,0.827,0.23,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,5,0,1.857,0.836,13-16th
Boombl4,Quantum Bellator Fire,0.909,1,1.5,0,0.492,1.4,1.643,0.46,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,1.909,1.992,3.503,0.869,5-8th
TaZ,Virtus.pro,0.688,1,0,0,0.105,3,1.314,0.13,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,1.688,0.105,4.444,0.795,13-16th
balblna,Quantum Bellator Fire,1.273,2,1,0,0.492,3,3.844,0.52,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,3.273,1.492,7.364,1.084,5-8th
waterfaLLZ,Quantum Bellator Fire,2.125,4,2,0,0.105,2.6,2.76,0.54,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,6.125,2.105,5.9,1.15,5-8th
Kvik,Quantum Bellator Fire,2,6,1,1,0.35,6.4,1.295,0.45,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,8,2.35,8.145,1.267,5-8th
jmqa,Quantum Bellator Fire,2,5,1,1,0.105,0,1.213,0.59,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,7,2.105,1.803,1.038,5-8th
pashaBiceps,Virtus.pro,1.231,3,1.8,0,0,2.4,1.935,0.12,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,4.231,1.8,4.455,1.021,13-16th
NEO,Virtus.pro,1.167,2,0.5,0,0,2.2,1.915,0.22,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,3.167,0.5,4.335,0.903,13-16th
byali,Virtus.pro,0.625,1,0,0,0,2.2,0.684,0.21,de_cache,19-01-2018,BO1,ELEAGUE Major 2018,1.625,0,3.094,0.674,13-16th
autimatic,Cloud9,1.1,5,0.5,0,0.105,4.8,0.755,0.26,de_train,20-07-2017,BO1,PGL Major Krakow 2017,6.1,0.605,5.815,1.098,9-12th
Skadoodle,Cloud9,0.824,1,2,0,0.35,2,3.239,0.36,de_train,20-07-2017,BO1,PGL Major Krakow 2017,1.824,2.35,5.599,0.99,9-12th
